S1_Mean,S1_Median,S1_Std,S1_Variance,S1_Minimum,S1_Maximum,S1_Range,S1_RMS,S1_Peak,S1_Peak_to_Peak,S1_Skewness,S1_Kurtosis,S1_Energy,S2_Mean,S2_Median,S2_Std,S2_Variance,S2_Minimum,S2_Maximum,S2_Range,S2_RMS,S2_Peak,S2_Peak_to_Peak,S2_Skewness,S2_Kurtosis,S2_Energy,S3_Mean,S3_Median,S3_Std,S3_Variance,S3_Minimum,S3_Maximum,S3_Range,S3_RMS,S3_Peak,S3_Peak_to_Peak,S3_Skewness,S3_Kurtosis,S3_Energy,S4_Mean,S4_Median,S4_Std,S4_Variance,S4_Minimum,S4_Maximum,S4_Range,S4_RMS,S4_Peak,S4_Peak_to_Peak,S4_Skewness,S4_Kurtosis,S4_Energy,File,Label
-0.022178969896399947,0.003227725,5.946083400670079,35.35590780772426,-38.4144,39.2677,77.68209999999999,5.9461247644520485,39.2677,77.68209999999999,-0.07061537620789016,3.133807548335999,3140779.6994322394,0.007025756354146361,0.030852499999999998,4.156302793843562,17.274852914111797,-29.1596,29.2146,58.3742,4.156308731959664,29.2146,58.3742,-0.18118007651931922,3.9252421023222164,1534564.1189251477,-0.039046213998924606,-0.043682399999999996,3.2518554353418683,10.574563772362453,-21.2641,18.8216,40.0857,3.252089847957787,21.2641,40.0857,-0.11048674894474267,2.3923657468055177,939495.0829002152,-0.007265660095592804,-0.01050765,3.3616520415863227,11.300704448701492,-21.0146,25.9776,46.9922,3.361659893344078,25.9776,46.9922,0.09417172700928658,2.334731313834486,1003868.8670120414,h30hz0.txt,Healthy
0.037408898040096644,0.0878004,6.013572572611202,36.16305508606171,-43.7555,40.142,83.89750000000001,6.013688927082469,43.7555,83.89750000000001,-0.08404821592032484,3.4037952808838767,3360690.4288645857,-0.014579211344779828,-0.01055215,4.193516437187959,17.585580108965598,-28.3204,27.8999,56.220299999999995,4.19354178021026,28.3204,56.220299999999995,-0.18100084548762127,3.64463853677685,1634212.5405286294,0.052231961924600764,0.0375969,3.2524829394305423,10.578645271286742,-21.1767,21.0607,42.2374,3.252902311649281,21.1767,42.2374,-0.009843548492841726,2.4188563833080874,983305.8718810532,-0.013201508160063699,-0.03486475,3.4532279400882633,11.924783206206229,-21.2636,27.1891,48.4527,3.4532531743305364,27.1891,48.4527,0.10114077181328382,2.2440033346840647,1108162.4492612313,h30hz10.txt,Healthy
-0.030568645349127545,-0.1292875,6.291863317560353,39.58754400686157,-48.3062,44.2909,92.5971,6.291937575098791,48.3062,92.5971,0.08783359325325181,2.9557225140093166,4297091.804761749,0.006509404392478625,0.043663,4.214828725472024,17.764781185064123,-32.9443,29.1924,62.1367,4.214833752048788,32.9443,62.1367,-0.17032353775003936,3.43112692063817,1928265.0082154747,-0.026472876209505825,0.0137167,3.4392641536387716,11.828537918504617,-28.0272,22.4762,50.5034,3.4393660363036997,28.0272,50.5034,-0.13657642768534425,2.3872385350633953,1283992.888891411,-2.3033836890108972e-05,0.0958028,3.64242274214619,13.26724343250377,-28.6636,37.3499,66.0135,3.6424227422190203,37.3499,66.0135,-0.11942102711932619,2.341184063375251,1440079.671195278,h30hz20.txt,Healthy
0.003778548858725531,-0.2136835,6.961525630729095,48.46283910729812,-51.764,53.3409,105.1049,6.961526656181789,53.3409,105.1049,0.11885262821934585,2.690139329785671,5148693.543593673,-0.0020201697092404,0.0668578,4.290761595153509,18.41063506644429,-30.5138,28.9619,59.4757,4.290762070720065,30.5138,59.4757,-0.18303663272227433,3.0266207662699385,1955946.303033581,0.02098058129986257,0.0938201,3.8611192316258713,14.908241720831159,-28.6835,22.3362,51.0197,3.8611762334323516,28.6835,51.0197,-0.1437773902377372,2.120006219202504,1583898.3656533705,0.015439430385940318,0.2464865,4.082446311568511,16.66636788683934,-23.875,23.0756,46.9506,4.082475506705458,23.875,46.9506,-0.24611774834861463,1.6551333964324924,1770660.2493651824,h30hz30.txt,Healthy
-0.012098626354166666,-0.217701,7.558115274913893,57.12510650888672,-49.5432,50.2297,99.77289999999999,7.558124958324412,50.2297,99.77289999999999,0.12707609005132292,2.6590267244309285,5747257.442319112,0.0028845398369384137,0.09040034999999999,4.508997300662639,20.331056657382963,-32.769,30.9283,63.6973,4.508998223325557,32.769,63.6973,-0.17185763464405418,2.715137526068636,2045467.7853018988,-0.017063016386118398,0.0438355,4.174132122878251,17.42337897924409,-27.4732,21.5503,49.0235,4.174166997829901,27.4732,49.0235,-0.17800365221523928,1.7495211324411324,1752960.6040136982,0.0016010695393924917,0.1652165,4.534741077670691,20.56387664151394,-27.3114,31.0125,58.323899999999995,4.534741360313464,31.0125,58.323899999999995,-0.16149224858114636,1.7696133495474893,2068890.7590503627,h30hz40.txt,Healthy
0.010954121721555644,-0.179985,7.509076931010432,56.38623635583304,-49.3275,46.0489,95.3764,7.509084920855252,49.3275,95.3764,0.05548314676496549,1.9255797611767047,6250314.8285313565,-0.0028044169625550276,0.09841259999999999,4.448861144792842,19.792365485647473,-30.2464,29.5685,59.8149,4.448862028699247,30.2464,59.8149,-0.15970467348783915,2.0609287637181914,2193945.001145358,0.01741977973202547,0.07097914999999999,4.2539833407860375,18.09637426368514,-29.1674,23.4336,52.601,4.254019007058037,29.1674,52.601,-0.14952926757567178,1.5430973991285413,2005980.5310653402,0.0009090536091582175,0.19809500000000002,4.73392520794624,22.410047874428855,-24.8166,30.4786,55.2952,4.7339252952288255,30.4786,55.2952,-0.1779013326861823,1.420371940765353,2484109.07838709,h30hz50.txt,Healthy
0.006466081253285255,-0.253811,8.101348494267334,65.63184742556761,-50.8461,52.7441,103.59020000000001,8.101351074714291,52.7441,103.59020000000001,0.09966147419680493,1.5954218308707881,6552687.821299715,-0.0043168445103981355,0.09394150000000001,4.610534683963506,21.257030072030467,-28.4669,28.3673,56.834199999999996,4.610536704894235,28.4669,56.834199999999996,-0.15837895889274825,1.596200491472917,2122303.7429245505,0.015989084182153446,0.0852189,4.490457171121133,20.16420560567321,-27.0293,25.13,52.1593,4.490485637042634,27.0293,52.1593,-0.1461241347662377,1.3351756003770028,2013219.8118475815,0.009488509911247497,0.217533,5.153792373124074,26.561575825271877,-31.3345,33.3966,64.7311,5.15380110763815,33.3966,64.7311,-0.17531765003163813,1.431634909423944,2651916.719172087,h30hz60.txt,Healthy
0.015718458116186277,-0.15771449999999998,8.170131988091008,66.75105670282791,-52.6709,51.0947,103.7656,8.170147108391221,52.6709,103.7656,0.04197369842522501,1.145952063157801,6766980.171266654,-0.0033980117429865055,0.09381790000000001,4.617816554611069,21.324229732040045,-26.3422,29.3511,55.693299999999994,4.617817804821217,29.3511,55.693299999999994,-0.12584829232879619,1.1302557078945705,2161766.283851634,0.016392497821783262,0.0733834,4.5933197604309655,21.09858642156558,-26.6803,24.2734,50.9537,4.593349010858028,26.6803,50.9537,-0.10947112255568583,1.0828168001348457,2138917.5382215595,-0.029491963283267943,0.15264850000000002,5.130158042518209,26.318521541214267,-24.6168,25.2312,49.848,5.13024281268563,25.2312,49.848,-0.1615164688229083,0.9288301035440583,2668154.614163603,h30hz70.txt,Healthy
0.020185978854529246,-0.0779905,8.266843490490645,68.34070129626754,-41.9892,47.9566,89.94579999999999,8.266868135516004,47.9566,89.94579999999999,0.00995659699769287,0.9408028875756838,6823176.299597784,-0.0028620775335456766,0.07871890000000001,4.6301920940907415,21.438678828180407,-25.5896,23.8295,49.4191,4.630192978663872,25.5896,49.4191,-0.10018113998590801,0.9862714085933253,2140438.512043675,0.021234956913631812,0.10898949999999999,4.654576455756516,21.665081982482885,-26.7042,23.4572,50.1614,4.654624894218438,26.7042,50.1614,-0.14958453689637988,1.028233424070808,2163086.80532286,0.004073765040901441,0.174863,5.1580890422175205,26.605882567444457,-27.2907,25.884,53.1747,5.158090650910089,27.2907,53.1747,-0.16213686385337012,0.9424613763383296,2656332.9724345254,h30hz80.txt,Healthy
0.00855805739010323,-0.10657900000000001,8.244277793317544,67.96811633338879,-58.7216,56.7066,115.4282,8.24428223520611,58.7216,115.4282,-0.008060990730590663,1.2379995776304815,7255740.173375367,0.0009651663011587589,0.0557603,4.532003181360988,20.539052835866116,-23.4001,25.2358,48.6359,4.532003284135185,25.2358,48.6359,-0.08872018568819702,0.8919832099190557,2192585.0677787773,0.01810733007589085,0.0949442,4.63825369073726,21.513397299637813,-26.0334,23.5452,49.5786,4.638289035306046,26.0334,49.5786,-0.07962422815424484,1.037722679033978,2296633.1898859013,0.014001898546954633,0.19070700000000002,5.2423517873335355,27.48225226215911,-25.6343,31.1838,56.8181,5.242370486270694,31.1838,56.8181,-0.14375044788070152,0.8870148973174969,2933806.3225572575,h30hz90.txt,Healthy
